City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Mumbai,18-02-2025,1,19.10495554,72.84251698,15.09,Premium,Stormy,IPL Match,UPI,0.41257,0.948031,1.8,397.94,1,0,82.65,534,87.25,0.8811,0.02,Evening Peak,100,48,25,0.3,46.5,45,Below Average
Mumbai,25-11-2024,0,19.07152871,72.86217234,6.94,Economy,Rainy,Political Rally,Card,0.778391,0.675217,1,123.28,18,0,98.57,594,98.7,0.824629,0.01,Afternoon,100,84,15,0.3,100,100,Below Average
Bangalore,28-08-2024,2,12.9434633,77.60287688,1.74,Premium,Stormy,IPL Match,UPI,0.698552,0.473746,1,60.62,5,0,87.36,689,89.65,0.743832,0.05,Night,100,78,15,0.3,100,100,Below Average
Delhi,08-01-2025,2,28.66328936,77.10393804,6.95,Premium,Stormy,None,UPI,0.366622,0.789492,1.63,170.33,13,0,88.32,899,89.72,0.852805,0.07,Evening Peak,85,44,10,0.3,100,0,Below Average
Chennai,07-04-2024,6,13.04494396,80.25016788,18.22,Economy,Stormy,None,UPI,0.416942,0.858351,1.66,382.5,22,1,95.72,904,95.2,0.726133,0.06,Night,70,74,0,0.5,100,75,Below Average
Bangalore,20-04-2024,5,12.98617118,77.63265964,7.88,Luxury,Rainy,Festival,Cash,0.728153,0.816215,1.13,158.7,14,1,97.29,884,96.3,0.967712,0.06,Morning Peak,100,93,25,0.3,100,0,Below Average
Hyderabad,16-12-2024,0,17.4158117,78.50131968,0.6,Luxury,Cloudy,Festival,Cash,0.419238,0.934212,1.77,66.2,23,0,95.62,673,96.93,0.811871,0,Night,80,46,15,0.2,100,100,Above Average
Chennai,01-05-2024,2,13.11719674,80.23357001,10.93,Luxury,Rainy,Political Rally,UPI,0.840887,0.70557,1,150.23,21,0,91.52,568,91.66,0.734948,0.08,Afternoon,100,57,15,0.3,100,100,Below Average
Hyderabad,15-06-2024,5,17.38286653,78.49988654,8.79,Economy,Cloudy,None,Card,0.708597,0.798035,1.13,125.55,11,1,96.24,614,97.37,0.865535,0,Night,50,31,0,0.2,100,20,Above Average
Bangalore,02-03-2025,6,12.95826314,77.5800705,5.12,Luxury,Stormy,Political Rally,Cash,0.694404,0.888102,1.29,134.88,15,1,89.93,808,91.15,0.94421,0.06,Evening Peak,100,79,25,0.3,68.6,100,Below Average
Bangalore,04-12-2024,2,12.97027404,77.64359361,18.88,Premium,Rainy,Festival,Card,0.982044,0.675415,1,283.44,1,0,82.73,990,87.61,0.901933,0.01,Afternoon,100,67,15,0.3,100,65,Below Average
Delhi,31-03-2024,6,28.71141976,77.05267289,17.44,Economy,Cloudy,IPL Match,Cash,0.983986,0.848318,1,209.4,5,1,80.32,879,84.72,0.74584,0.05,Evening Peak,95,85,25,0.1,100,80,Below Average
Chennai,05-09-2024,3,13.05864243,80.258169,2.53,Economy,Stormy,IPL Match,Cash,0.915026,0.961812,1.07,61.88,11,0,99.99,887,99.69,0.708278,0.01,Morning Peak,100,61,25,0.3,88.6,50,Below Average
Chennai,05-11-2024,1,13.05213359,80.24991973,19.74,Luxury,Cloudy,Political Rally,Card,0.906536,0.9064,1,247.14,16,0,93.72,811,93.2,0.800348,0.08,Night,80,46,15,0.2,100,0,Below Average
Hyderabad,18-01-2025,5,17.36060612,78.52627836,4.09,Premium,Stormy,IPL Match,UPI,0.483431,0.489702,1.01,69.5,15,1,81.48,713,85.24,0.963476,0.06,Night,100,34,15,0.3,100,100,Below Average
Delhi,24-09-2024,1,28.65909528,77.11058775,6.45,Premium,Cloudy,IPL Match,Card,0.713902,0.610414,1,99.5,19,0,86.19,817,89.73,0.812908,0.02,Morning Peak,95,56,25,0.1,100,0,Below Average
Mumbai,02-02-2025,6,19.11806486,72.86475884,11.2,Economy,Rainy,Political Rally,Cash,0.644976,0.446304,1,174.4,11,1,93.97,594,95.48,0.868481,0.01,Evening Peak,100,73,25,0.3,100,10,Below Average
Delhi,05-01-2025,6,28.6957694,77.07421474,12.05,Premium,Stormy,IPL Match,Cash,0.91922,0.534596,1,155.5,9,1,96.24,733,96.17,0.808005,0.04,Night,100,80,15,0.3,100,15,Below Average
Bangalore,23-06-2024,6,12.96752006,77.55663174,3.67,Premium,Rainy,None,Card,0.385348,0.728721,1.52,130.28,17,1,99.35,555,97.74,0.743819,0.06,Night,70,39,0,0.5,100,100,Below Average
Mumbai,04-05-2024,5,19.03818491,72.87902363,11.65,Economy,Stormy,Concert,UPI,0.994709,0.854332,1,179.8,4,1,92.26,548,92.48,0.774549,0.07,Evening Peak,100,48,25,0.3,100,100,Below Average
Hyderabad,07-03-2025,4,17.360499,78.48283214,3.69,Economy,Clear,Concert,Card,0.227232,0.488014,1.39,90.64,11,0,93.23,668,94.36,0.974844,0.03,Night,80,57,15,0.1,100,0,Below Average
Bangalore,24-05-2024,4,12.99615349,77.54965606,18.24,Luxury,Stormy,IPL Match,UPI,0.727932,0.753391,1.04,286.12,6,0,88.35,572,90.64,0.92823,0.04,Morning Peak,100,92,25,0.3,100,100,Below Average
Delhi,08-08-2024,3,28.67526214,77.13888032,12.07,Premium,Rainy,Concert,Card,0.693661,0.625389,1,155.7,10,0,99.07,864,98.45,0.790596,0.03,Afternoon,100,48,15,0.3,0,20,Below Average
Delhi,09-03-2025,6,28.68406667,77.0730684,16.63,Premium,Clear,Festival,Cash,0.51564,0.948184,1.65,332.14,5,1,89.96,615,92.67,0.819361,0.01,Morning Peak,95,73,25,0.1,100,80,Below Average
Chennai,27-04-2024,5,13.06198187,80.28561548,7.49,Premium,Rainy,Concert,Cash,0.362624,0.442313,1.12,125.88,6,1,90.35,553,92.94,0.886784,0.01,Afternoon,100,38,15,0.3,100,100,Below Average
Delhi,17-03-2025,0,28.71909954,77.06284694,5.47,Premium,Clear,Festival,UPI,0.221291,0.946481,2.09,187.47,4,0,90.33,953,91.73,0.838118,0.05,Evening Peak,95,78,25,0.1,100,0,Below Average
Delhi,03-06-2024,0,28.75205109,77.06106536,13.36,Luxury,Cloudy,Political Rally,Card,0.7174,0.857972,1.21,204.01,15,0,88.1,524,89.57,0.911159,0.07,Morning Peak,95,39,25,0.2,100,45,Below Average
Chennai,21-09-2024,5,13.03509502,80.23508492,13.68,Premium,Stormy,None,Cash,0.421433,0.907769,1.73,312.23,13,1,95.72,631,94,0.78824,0.1,Morning Peak,85,67,10,0.3,100,100,Below Average
Chennai,30-04-2024,1,13.06432543,80.30555733,18.79,Premium,Clear,Festival,Card,0.835903,0.845567,1.01,239.06,13,0,99.82,826,97.77,0.945381,0.07,Night,80,58,15,0.1,100,0,Below Average
Delhi,01-01-2025,2,28.68190849,77.08208008,6.06,Economy,Rainy,IPL Match,Card,0.37749,0.671998,1.44,137.66,1,0,86.72,633,90.4,0.927152,0.01,Afternoon,100,88,15,0.3,100,45,Below Average
Hyderabad,30-05-2024,3,17.41210095,78.44270108,9.75,Premium,Clear,IPL Match,Card,0.670503,0.662739,1,119.75,20,0,83.14,893,86.1,0.988225,0.07,Afternoon,80,41,15,0.2,100,100,Below Average
Mumbai,12-01-2025,6,19.12474172,72.83756471,1.47,Luxury,Clear,IPL Match,UPI,0.739645,0.635631,1,57.64,11,1,83.23,813,86.46,0.855815,0.06,Morning Peak,95,43,25,0.2,100,0,Below Average
Hyderabad,30-12-2024,0,17.40850456,78.44930014,14.48,Luxury,Rainy,Political Rally,Cash,0.486839,0.565326,1.12,181.8,11,0,96.88,819,95.42,0.762009,0.08,Night,100,72,15,0.3,100,20,Below Average
Chennai,28-05-2024,1,13.12571586,80.23961072,10.06,Luxury,Rainy,Festival,UPI,0.901101,0.921364,1.03,144.88,2,0,87.23,580,90.46,0.910711,0.02,Afternoon,100,63,15,0.3,0,80,Below Average
Mumbai,23-09-2024,0,19.07282557,72.92670381,18.54,Luxury,Clear,IPL Match,UPI,0.255078,0.87199,1.93,506.59,13,0,83.13,571,87.59,0.778532,0.02,Evening Peak,95,80,25,0.1,100,100,Below Average
Bangalore,07-04-2024,6,12.99298913,77.6059776,10.64,Luxury,Rainy,IPL Match,Card,0.386046,0.820232,1.65,290.93,0,1,81.14,526,85.9,0.779229,0.03,Evening Peak,100,51,25,0.3,100,100,Below Average
Bangalore,10-04-2024,2,12.99887778,77.56354391,11.37,Premium,Stormy,Festival,Cash,0.406959,0.429211,1.03,191.38,16,0,85.14,759,88.1,0.798206,0.05,Afternoon,100,56,15,0.3,100,0,Below Average
Chennai,23-10-2024,2,13.09930084,80.31545774,11.03,Economy,Clear,IPL Match,Card,0.350985,0.501757,1.23,186.14,3,0,93.27,691,92.59,0.982738,0.09,Morning Peak,95,43,25,0.2,100,15,Below Average
Mumbai,24-03-2025,0,19.05255375,72.85724236,2.11,Economy,Stormy,None,Card,0.970291,0.627653,1,65.32,21,0,92.15,551,93.6,0.701767,0.03,Evening Peak,85,33,10,0.3,100,100,Below Average
Bangalore,23-06-2024,6,13.0193177,77.60339592,1.56,Premium,Clear,Concert,Cash,0.608448,0.490402,1,58.28,3,1,89.16,587,91.81,0.828247,0.02,Morning Peak,95,95,25,0.1,100,75,Below Average
Bangalore,14-06-2024,4,12.93319784,77.64014447,1.33,Luxury,Stormy,None,Card,0.675566,0.60036,1,55.29,3,0,82.77,690,85.54,0.873348,0.08,Morning Peak,85,100,10,0.3,87.3,100,Below Average
Mumbai,30-04-2024,1,19.07146562,72.88431781,7.6,Luxury,Cloudy,Concert,Cash,0.660046,0.717981,1.09,143.01,16,0,87.77,676,89.04,0.9387,0.08,Morning Peak,95,58,25,0.1,95.8,100,Below Average
Bangalore,03-10-2024,3,12.98812022,77.5643458,11.79,Premium,Rainy,Political Rally,Cash,0.89453,0.684572,1,191.27,21,0,82.75,560,85.22,0.794194,0.09,Afternoon,100,39,15,0.3,100,100,Below Average
Bangalore,23-09-2024,0,12.9693907,77.61241671,19.81,Luxury,Cloudy,Concert,Cash,0.809458,0.913018,1.16,342.81,13,0,88.72,591,91.5,0.753212,0.02,Afternoon,80,41,15,0.2,100,0,Below Average
Chennai,25-02-2025,1,13.06954255,80.29481811,3.3,Economy,Rainy,Festival,UPI,0.804984,0.479871,1,66.3,19,0,94.71,819,94.2,0.816223,0.07,Afternoon,100,35,15,0.3,100,100,Below Average
Delhi,05-08-2024,0,28.66069865,77.05254424,11.57,Economy,Cloudy,None,UPI,0.755155,0.973668,1.33,200.43,14,0,89.16,747,92.11,0.818944,0.01,Morning Peak,65,45,10,0.2,100,100,Below Average
Mumbai,23-04-2024,1,19.10332879,72.87858374,10.83,Luxury,Clear,IPL Match,Card,0.557546,0.848888,1.44,244.74,12,0,96.42,607,95.99,0.730666,0.05,Evening Peak,95,82,25,0.1,100,0,Below Average
Mumbai,14-12-2024,5,19.04561659,72.88732091,10.96,Economy,Rainy,Concert,Card,0.914413,0.551724,1,171.52,12,1,99.56,960,98.19,0.763459,0.05,Morning Peak,100,86,25,0.3,100,0,Below Average
Chennai,08-03-2025,5,13.08272656,80.26917483,13.92,Economy,Cloudy,Concert,UPI,0.638584,0.532563,1,183.12,12,1,85.75,723,88.53,0.915528,0.05,Afternoon,80,62,15,0.1,100,95,Below Average
Chennai,17-07-2024,2,13.11336187,80.30710574,12.28,Economy,Stormy,Concert,Cash,0.83198,0.680127,1,165.08,23,0,87.93,632,88.85,0.797338,0.09,Evening Peak,100,65,25,0.3,100,100,Below Average
Delhi,16-07-2024,1,28.70712119,77.1277859,17.64,Luxury,Stormy,None,Card,0.817635,0.897021,1.12,236.77,3,0,82.8,639,87.06,0.864498,0.03,Evening Peak,85,35,10,0.3,100,100,Below Average
Mumbai,30-03-2024,5,19.04586424,72.8924856,6.1,Premium,Clear,Concert,Card,0.847453,0.639745,1,113.2,20,1,84.5,753,86.45,0.969488,0.09,Afternoon,80,34,15,0.2,100,0,Below Average
Hyderabad,05-07-2024,4,17.33597862,78.5003495,14.55,Luxury,Rainy,Festival,UPI,0.505129,0.669967,1.25,203.69,13,0,80.64,811,84.05,0.711123,0.08,Morning Peak,100,60,25,0.3,100,100,Below Average
Chennai,04-12-2024,2,13.10844103,80.31685722,11.79,Luxury,Cloudy,None,UPI,0.542106,0.95175,1.61,257.1,22,0,97.85,860,98.19,0.844094,0.01,Afternoon,50,42,0,0.2,100,100,Below Average
Mumbai,04-01-2025,5,19.1169027,72.92487846,2.24,Premium,Rainy,None,Cash,0.593151,0.477633,1,66.88,7,1,82.65,534,86.95,0.90252,0.03,Afternoon,70,76,0,0.5,100,100,Below Average
Delhi,09-12-2024,0,28.65529259,77.14376617,13.17,Premium,Stormy,IPL Match,Cash,0.866254,0.889374,1.03,171.7,23,0,97.22,728,95.65,0.957039,0.08,Morning Peak,100,42,25,0.3,100,100,Below Average
Hyderabad,22-03-2025,5,17.38247724,78.46191273,3.86,Luxury,Cloudy,Concert,UPI,0.786686,0.511718,1,66.74,22,1,87.3,666,88.41,0.701993,0.09,Evening Peak,95,36,25,0.2,100,5,Below Average
Chennai,14-07-2024,6,13.05487644,80.26947244,11.64,Luxury,Stormy,Concert,Cash,0.457927,0.518873,1.09,172.26,7,1,88.78,769,91.85,0.938943,0.01,Night,100,61,15,0.3,100,100,Below Average
Chennai,07-01-2025,1,13.08853515,80.22349191,12.86,Luxury,Cloudy,Concert,Cash,0.331363,0.408091,1.12,192.04,3,0,96.21,967,94.95,0.844661,0.08,Morning Peak,95,36,25,0.2,19.5,100,Below Average
Bangalore,04-05-2024,5,12.92502136,77.56028204,11.25,Luxury,Rainy,Concert,Card,0.305735,0.892749,1.88,346.39,16,1,83,605,86.3,0.830903,0.06,Evening Peak,100,67,25,0.3,70,70,Below Average
Chennai,31-01-2025,4,13.100464,80.25932721,11.2,Economy,Cloudy,IPL Match,Card,0.74963,0.975435,1.34,205.29,22,0,87.4,775,88.48,0.895968,0.09,Afternoon,80,56,15,0.1,100,90,Below Average
Delhi,02-05-2024,3,28.686933,77.10819389,17.04,Economy,Stormy,Festival,Card,0.310781,0.895269,1.88,386.15,3,0,92.79,717,92.55,0.985223,0.08,Morning Peak,100,48,25,0.3,100,10,Below Average
Bangalore,17-12-2024,1,12.95449807,77.57046877,17.9,Luxury,Clear,Concert,UPI,0.339561,0.600599,1.39,376.27,4,0,84.94,661,89.16,0.845428,0.01,Afternoon,80,90,15,0.1,100,100,Below Average
Hyderabad,24-07-2024,2,17.38459703,78.51208124,5.18,Economy,Clear,Political Rally,UPI,0.604195,0.669405,1.1,86.48,21,0,85.49,521,88.04,0.92813,0.06,Morning Peak,95,88,25,0.1,100,80,Below Average
Hyderabad,05-06-2024,2,17.3399363,78.43723483,2.67,Economy,Rainy,Political Rally,Card,0.587405,0.986296,1.6,89.65,18,0,94.83,661,95.48,0.865693,0.03,Morning Peak,100,64,25,0.3,100,100,Below Average
Chennai,01-02-2025,5,13.08018063,80.27593718,18.4,Economy,Stormy,None,UPI,0.287357,0.974783,2.03,471.77,15,1,94.47,682,95.23,0.793872,0.03,Evening Peak,85,38,10,0.3,100,100,Below Average
Delhi,27-05-2024,0,28.68311495,77.11224523,15.9,Premium,Rainy,Political Rally,Card,0.752106,0.936422,1.28,248.32,10,0,86,763,87.8,0.973104,0.08,Morning Peak,100,66,25,0.3,100,90,Below Average
Hyderabad,09-05-2024,3,17.42022312,78.46434981,9.58,Economy,Stormy,Concert,Cash,0.487319,0.848716,1.54,182.06,0,0,81.2,542,85.34,0.825812,0.05,Morning Peak,100,45,25,0.3,100,100,Below Average
Delhi,16-01-2025,3,28.74151425,77.11521769,9.78,Economy,Clear,Political Rally,UPI,0.616925,0.650904,1.05,139.44,19,0,80.88,540,86.32,0.832528,0.01,Morning Peak,95,100,25,0.1,100,30,Below Average
Chennai,08-03-2025,5,13.04498905,80.27231936,0.67,Premium,Clear,Festival,UPI,0.560811,0.694745,1.2,44.84,22,1,94.47,848,95.83,0.868251,0.01,Night,80,100,15,0.1,100,100,Below Average
Delhi,12-08-2024,0,28.67644801,77.11781892,18.77,Premium,Rainy,None,Cash,0.698839,0.755047,1.08,240.52,18,0,81.9,669,84.33,0.702984,0.1,Afternoon,70,48,0,0.5,100,70,Below Average
Bangalore,02-03-2025,6,12.98070185,77.55111891,15.41,Luxury,Clear,Festival,Cash,0.217831,0.523688,1.46,347.96,22,1,86.84,671,89.89,0.767022,0.03,Night,80,68,15,0.1,100,100,Below Average
Bangalore,20-09-2024,4,12.99169534,77.5912541,17.86,Premium,Stormy,Concert,Card,0.6452,0.861457,1.32,356.64,22,0,88.39,771,91.57,0.865032,0.01,Morning Peak,100,80,25,0.3,13.6,0,Below Average
Mumbai,19-02-2025,2,19.11994068,72.91807504,9.92,Luxury,Rainy,Political Rally,Cash,0.882117,0.43428,1,159.04,20,0,99.62,858,97.03,0.730963,0.09,Night,100,36,15,0.3,100,100,Below Average
Hyderabad,04-11-2024,0,17.33760949,78.45437076,6.23,Premium,Rainy,Political Rally,Card,0.855713,0.407712,1,88.07,5,0,81.11,585,86.48,0.754421,0.01,Afternoon,100,91,15,0.3,100,0,Below Average
Chennai,24-11-2024,6,13.07420017,80.30591559,5.19,Luxury,Cloudy,IPL Match,UPI,0.289184,0.83509,1.82,158.5,3,1,95.14,660,95.1,0.740825,0.05,Night,80,83,15,0.1,100,80,Below Average
Mumbai,21-07-2024,6,19.09675857,72.91185229,15.36,Luxury,Clear,None,Cash,0.49795,0.513855,1.02,228.81,7,1,91.35,662,92.44,0.986787,0.05,Afternoon,50,40,0,0.2,100,100,Below Average
Bangalore,12-10-2024,5,12.9380986,77.62579011,17.78,Economy,Rainy,Political Rally,Cash,0.456972,0.711438,1.38,371.41,12,1,96.73,755,97.41,0.720492,0.01,Evening Peak,100,91,25,0.3,100,75,Below Average
Hyderabad,13-06-2024,3,17.34942605,78.4486294,15.06,Premium,Rainy,Concert,Cash,0.634987,0.608992,1,167.54,18,0,88.84,517,89.49,0.979816,0.09,Morning Peak,100,75,25,0.3,100,10,Below Average
Bangalore,16-05-2024,3,12.97556864,77.63018636,4.72,Economy,Clear,Political Rally,UPI,0.976297,0.791738,1,99.36,5,0,99.08,843,97.86,0.941383,0.05,Afternoon,80,68,15,0.1,100,0,Below Average
Delhi,24-01-2025,4,28.75225538,77.11291186,19.83,Economy,Stormy,Political Rally,UPI,0.278998,0.584174,1.46,340.62,19,0,93.08,755,93.36,0.842491,0.06,Morning Peak,100,63,25,0.3,100,100,Below Average
Chennai,24-07-2024,2,13.09780989,80.25754935,0.94,Premium,Stormy,Festival,Card,0.460168,0.569053,1.16,46.79,1,0,89.39,514,92.27,0.884457,0.01,Night,100,68,15,0.3,100,30,Below Average
Chennai,22-04-2024,0,13.08894627,80.30713279,15.29,Economy,Stormy,None,Card,0.849808,0.865101,1.02,202.15,3,0,97.71,916,96.9,0.831732,0.05,Night,70,90,0,0.5,100,60,Below Average
Delhi,19-03-2025,2,28.68384099,77.10367651,2.08,Economy,Clear,None,Card,0.400958,0.599811,1.3,72.54,20,0,88.77,876,90.64,0.934739,0.05,Morning Peak,65,95,10,0.1,100,95,Below Average
Delhi,06-04-2024,5,28.69552675,77.10498009,8.74,Premium,Rainy,Concert,Card,0.937075,0.915272,1,122.4,23,1,95.11,824,96.28,0.898052,0.01,Afternoon,100,31,15,0.3,100,100,Below Average
Chennai,23-05-2024,3,13.09225402,80.29547966,19.47,Premium,Rainy,None,Card,0.415933,0.950741,1.8,439.51,6,0,85.08,820,88.36,0.829385,0.04,Afternoon,70,77,0,0.5,100,100,Below Average
Chennai,16-06-2024,6,13.07820797,80.29855558,10.65,Premium,Clear,Political Rally,Card,0.637054,0.749319,1.17,172.17,5,1,83.6,779,85.82,0.883867,0.09,Night,80,52,15,0.1,100,0,Below Average
Hyderabad,27-03-2024,2,17.41976244,78.46142504,14.1,Premium,Stormy,Concert,UPI,0.783225,0.844657,1.09,173.2,17,0,91.07,728,92.25,0.908826,0.05,Afternoon,100,96,15,0.3,100,85,Below Average
Bangalore,02-12-2024,0,12.98921172,77.59029396,16.63,Economy,Rainy,IPL Match,Cash,0.502355,0.641889,1.21,307.57,4,0,96.57,584,94.9,0.798458,0.09,Afternoon,100,45,15,0.3,100,0,Below Average
Chennai,18-10-2024,4,13.09941886,80.27150346,18.02,Premium,Stormy,IPL Match,Card,0.690737,0.729699,1.06,241.91,2,0,87.24,605,89.27,0.895647,0.06,Evening Peak,100,77,25,0.3,100,100,Below Average
Hyderabad,18-01-2025,5,17.41671007,78.51193937,13.11,Luxury,Cloudy,None,Card,0.483835,0.640059,1.23,184.49,13,1,90.59,889,92.21,0.968166,0.04,Evening Peak,65,95,10,0.1,100,0,Below Average
Chennai,02-05-2024,3,13.08139214,80.25219063,6.95,Luxury,Stormy,Concert,Cash,0.729663,0.500334,1,106.45,9,0,83.51,734,87.56,0.798742,0.03,Evening Peak,100,70,25,0.3,100,90,Below Average
Hyderabad,10-10-2024,3,17.34038447,78.48366836,17.66,Luxury,Clear,None,Card,0.388712,0.989599,1.9,362.79,16,0,87.85,795,89.69,0.951734,0.06,Morning Peak,65,92,10,0.1,55.9,80,Below Average
Bangalore,26-02-2025,2,12.93421602,77.63463376,10.18,Premium,Stormy,Festival,Card,0.44127,0.471543,1.05,178.86,12,0,80.76,962,84.73,0.795511,0.06,Night,100,59,15,0.3,100,40,Below Average
Mumbai,20-07-2024,5,19.08545406,72.84448731,4.25,Premium,Cloudy,Festival,Card,0.8508,0.544418,1,91,14,1,93.92,974,94.84,0.917596,0.03,Afternoon,80,53,15,0.1,100,100,Below Average
Delhi,25-05-2024,5,28.6923647,77.07884899,15.26,Economy,Stormy,Political Rally,Cash,0.908848,0.886849,1,187.6,4,1,98.19,896,98.73,0.702301,0,Morning Peak,100,97,25,0.3,100,100,Top Leaderboard
Delhi,30-09-2024,0,28.68817543,77.1408966,2.24,Luxury,Cloudy,IPL Match,UPI,0.831137,0.476139,1,57.4,8,0,98.52,646,98.06,0.772917,0.03,Night,80,44,15,0.2,100,0,Below Average
Bangalore,27-03-2024,2,13.00418087,77.5969736,16.17,Economy,Clear,Political Rally,Cash,0.472736,0.82893,1.53,379.76,17,0,96.05,558,94.23,0.960183,0.1,Morning Peak,95,42,25,0.2,100,85,Below Average
Mumbai,03-11-2024,6,19.12345921,72.91989957,14.66,Luxury,Rainy,None,Cash,0.954807,0.522905,1,215.92,21,1,88.09,945,88.96,0.77714,0.09,Afternoon,70,65,0,0.5,100,80,Below Average
Hyderabad,23-05-2024,3,17.4338168,78.51291525,1.37,Premium,Rainy,None,UPI,0.368485,0.462726,1.14,50.54,22,0,97.06,906,96.74,0.794152,0.04,Afternoon,70,39,0,0.5,100,100,Below Average
Hyderabad,10-08-2024,5,17.43300993,78.50394465,14.88,Premium,Rainy,Concert,Cash,0.694957,0.68367,1,165.92,4,1,97.87,509,95.81,0.766072,0.09,Afternoon,100,30,15,0.3,0,20,Below Average
Delhi,22-08-2024,3,28.71918391,77.14354091,16.51,Premium,Clear,IPL Match,UPI,0.242676,0.653885,1.62,324.16,3,0,95.03,911,94.42,0.879047,0.07,Afternoon,80,77,15,0.1,100,0,Below Average
Mumbai,23-11-2024,5,19.09337205,72.87512252,1.34,Luxury,Clear,Festival,Cash,0.531465,0.621679,1.14,63.93,7,1,84.75,836,86.32,0.953438,0.1,Evening Peak,95,69,25,0.1,100,35,Below Average
Hyderabad,28-07-2024,6,17.38853053,78.4793443,16.07,Luxury,Clear,Festival,UPI,0.618387,0.905986,1.43,252.58,16,1,97.09,768,97.96,0.711013,0,Afternoon,80,99,15,0.1,100,100,Above Average
Mumbai,31-05-2024,4,19.06641572,72.88442179,15.02,Luxury,Stormy,Festival,UPI,0.967144,0.862867,1,220.24,18,0,93.63,957,92.54,0.803679,0.1,Evening Peak,100,99,25,0.3,100,5,Below Average
Chennai,30-01-2025,3,13.08513308,80.2841975,4.39,Premium,Rainy,Political Rally,UPI,0.906704,0.696363,1,78.29,3,0,97.24,948,97.77,0.704326,0.01,Morning Peak,100,68,25,0.3,100,0,Below Average
Delhi,02-12-2024,0,28.73168453,77.10527475,1.83,Premium,Stormy,Political Rally,Cash,0.71349,0.757779,1.07,57.03,4,0,89.97,597,91.48,0.813999,0.05,Evening Peak,100,60,25,0.3,100,100,Below Average
Delhi,02-09-2024,0,28.71686792,77.12580055,15.6,Luxury,Stormy,Concert,UPI,0.614588,0.475965,1,191,17,0,98.2,936,98.14,0.997555,0.02,Evening Peak,100,91,25,0.3,100,0,Below Average
Bangalore,14-01-2025,1,12.9395875,77.56684368,0.51,Luxury,Clear,IPL Match,Card,0.50564,0.968436,1.69,75.42,22,0,98.46,913,97.12,0.995996,0.06,Evening Peak,95,33,25,0.2,100,90,Below Average
Delhi,12-08-2024,0,28.74162953,77.06939347,6.3,Luxury,Clear,Concert,Cash,0.317561,0.820337,1.75,171.5,17,0,94.02,810,92.81,0.812427,0.1,Night,80,64,15,0.1,100,80,Below Average
Chennai,14-10-2024,0,13.04420316,80.22748268,3.94,Economy,Cloudy,IPL Match,Cash,0.555852,0.938562,1.57,115.14,10,0,96.74,981,95.02,0.850678,0.09,Evening Peak,95,42,25,0.2,100,100,Below Average
Chennai,02-03-2025,6,13.11947047,80.30312446,4.77,Premium,Clear,Concert,UPI,0.729236,0.640313,1,82.47,3,1,82.35,674,84.94,0.964311,0.09,Evening Peak,95,62,25,0.1,100,0,Below Average
Hyderabad,13-07-2024,5,17.39855994,78.53295608,10.15,Luxury,Cloudy,Festival,UPI,0.822569,0.55872,1,123.35,1,1,88.75,968,90.02,0.963173,0.07,Morning Peak,95,64,25,0.1,100,100,Below Average
Hyderabad,08-10-2024,1,17.37195572,78.45763001,2.61,Premium,Stormy,None,Cash,0.953833,0.437047,1,55.49,16,0,82.88,552,85.32,0.886377,0.09,Morning Peak,85,98,10,0.3,100,100,Below Average
Bangalore,03-02-2025,0,12.98396926,77.62799462,19.06,Luxury,Rainy,IPL Match,UPI,0.265203,0.799826,1.8,514.4,6,0,82.09,779,87.16,0.913075,0.01,Morning Peak,100,78,25,0.3,100,100,Below Average
Hyderabad,17-04-2024,2,17.36986033,78.46174968,0.95,Economy,Rainy,None,Cash,0.429527,0.784797,1.53,62.04,10,0,81.23,930,84.76,0.90209,0.07,Morning Peak,85,77,10,0.3,100,80,Below Average
Hyderabad,25-09-2024,2,17.37779053,78.43727338,15.43,Luxury,Cloudy,IPL Match,Cash,0.327634,0.78086,1.68,287.06,14,0,89.9,761,92.33,0.913177,0.02,Morning Peak,95,99,25,0.1,100,65,Below Average
Chennai,02-07-2024,1,13.12764349,80.22308084,11.78,Luxury,Stormy,Concert,UPI,0.335194,0.706796,1.56,248.94,15,0,96.54,744,95.78,0.851202,0.06,Night,100,93,15,0.3,100,100,Below Average
Hyderabad,29-11-2024,4,17.43283286,78.53361707,19.38,Luxury,Clear,Political Rally,Card,0.695008,0.562921,1,206.42,16,0,81.93,568,85.85,0.999007,0.05,Evening Peak,95,68,25,0.1,100,0,Below Average
Hyderabad,06-07-2024,5,17.40894926,78.48750768,17.07,Luxury,Cloudy,Concert,UPI,0.964182,0.880492,1,185.63,12,1,81.16,940,86.81,0.887016,0,Night,80,41,15,0.2,100,100,Below Average
Delhi,01-11-2024,4,28.68777492,77.15156504,16.84,Premium,Rainy,IPL Match,Cash,0.808762,0.522574,1,203.4,16,0,89.7,794,90.99,0.994667,0.06,Morning Peak,100,67,25,0.3,100,15,Below Average
